"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"797","Kembalikan mandat ketangan rakyat.",FALSE,9,NA,2015-03-21 16:24:28,FALSE,NA,"579317663735762944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,FALSE,FALSE,NA,NA
"798","Sadar mau masuk penjara, sang raksasa menangis meraung-raung,, karena emosi badan binasa.",FALSE,7,NA,2015-03-21 16:23:43,FALSE,NA,"579317472622333952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"799","Dimana-mana anak kambing saya, anak kambing saya ada kandang sapi. ( lagu indonesia yg terkenal diseluruh dunia.",FALSE,6,NA,2015-03-21 16:22:38,FALSE,NA,"579317202261655552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,FALSE,FALSE,NA,NA
"800","Sayang banget punya kekuasaan tapi tidak berkuasa yg baik,benar,jujur, adil,tegas &amp; berani,serta manusiawi.",FALSE,10,NA,2015-03-21 16:18:41,FALSE,NA,"579316208308092928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"801","Salam #akuindonesia",FALSE,9,NA,2015-03-21 12:16:23,FALSE,NA,"579255228895088640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",9,FALSE,FALSE,NA,NA
"802","Presiden yg membiarkan menkumham mengacak2 partai PPP &amp; GOLKAR, sama aja dg melakukan perbuatan yg tercela juga.",FALSE,26,NA,2015-03-21 10:37:13,FALSE,NA,"579230272803090432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",41,FALSE,FALSE,NA,NA
"803","Menhub agar bekerja sabtu minggu jaga jalan tol.",FALSE,7,NA,2015-03-21 10:34:59,FALSE,NA,"579229711517126657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"804","Hakim itu harus memihak pada pihak yg benar,jika perlu hukum,sikat,hajar,ejek pihak2 yg salah &amp; yg tidak benar itu ! Itu baru namanya adil.",FALSE,5,NA,2015-03-21 10:33:46,FALSE,NA,"579229406247325698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",13,FALSE,FALSE,NA,NA
"805","RT @erwinsyahrony: Alasan para haters mencoba menurunkan JKW secepatnya @karniilyas @EfieyTya @dewiKQ5 @farhatabbaslaw http://t.co/7wY17CQl…",FALSE,0,NA,2015-03-21 09:48:27,FALSE,NA,"579218002958123008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",9,TRUE,FALSE,NA,NA
"806","Mana kerja3X nya? Yang ada macet bertambah? Tambah susah rakyatnya ?",FALSE,4,NA,2015-03-21 09:44:13,FALSE,NA,"579216936074002432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",12,FALSE,FALSE,NA,NA
"807","Mana menhub? Km 3 s/d pintu tol cibubur km 13 antre merayap,, jarak 5 menit jadi 5 jam,, kerja 3X Macet 1000 X",FALSE,3,NA,2015-03-21 09:41:58,FALSE,NA,"579216368576241664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"808","Orang bisu masih bisa kita lihat tersenyum gembira, tapi orang yg sengaja diam &amp; gak mau bicara dapat membuat dua2nya sakit hati &amp; menangis.",FALSE,11,NA,2015-03-21 06:12:35,FALSE,NA,"579163675061153792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",28,FALSE,FALSE,NA,NA
"809","Semua orang akan jadi nenek2/kakek2 selama panjang umur.",FALSE,3,NA,2015-03-21 06:06:45,FALSE,NA,"579162208690548736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",14,FALSE,FALSE,NA,NA
"810","Biaya murah dalam pemberantasan KKN di Indonesia adalah tembak &amp; #matiinkoruptor",FALSE,6,NA,2015-03-21 06:05:24,FALSE,NA,"579161867412643840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",11,FALSE,FALSE,NA,NA
"811","Daripada membiaya,mempermahir penegak hukum sidik/tangkap koruptor dg biaya mahal,byk &amp; besar?mending latih mrk tembak #matiinkoruptor",FALSE,8,NA,2015-03-21 06:04:26,FALSE,NA,"579161626181406720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,FALSE,FALSE,NA,NA
"812","2.,hukum ini jgn dibuat ribet,kisruh &amp; ricuh, jika masyarakat perwakilan udah damai,selayaknya pulalah semua ikut berdamaai.",FALSE,8,NA,2015-03-21 05:46:47,FALSE,NA,"579157184539328512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,FALSE,FALSE,NA,NA
"813","1. Gak habis pikir, kog cita citata case nya berlanjut? Bukannya udah minta maaf dg anggota dpr ri asal papua?",FALSE,6,NA,2015-03-21 05:44:57,FALSE,NA,"579156721416826880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"814","LIVE Debat sengit Farhat Abbas dan Henry Yosodiningrat Pro Kontra Hukum Mati Narkoba ( mengapa orang ini emosi ? http://t.co/907qGx09G8",FALSE,6,NA,2015-03-21 02:37:54,FALSE,NA,"579109648059514880",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",9,FALSE,FALSE,NA,NA
"815","Ditagih Hutang, Farhat Abbas Usir Mantan Jubir ( pintar &amp; jahatnya orang ini merekayasa sebuah fitnah ) http://t.co/msLwW5XHLc",FALSE,7,NA,2015-03-21 00:44:51,FALSE,NA,"579081199332691969",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",3,FALSE,FALSE,NA,NA
"816","RT @YudiHadipraja: Mohon ijin @farhatabbaslaw @halus24 duo bogalakon ini, Aku jadikan DP BBM yaa.. http://t.co/TTaBX7vV8W",FALSE,0,NA,2015-03-21 00:26:06,FALSE,NA,"579076481826996225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,TRUE,FALSE,NA,NA
"817","Lima belas tahun yg lalu tak terasa begitupun lima belas tahun kemudian.",FALSE,8,NA,2015-03-20 23:53:15,FALSE,NA,"579068215168364544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,FALSE,FALSE,NA,NA
"818","@ed7corporation baik",FALSE,0,"ed7corporation",2015-03-20 23:46:48,FALSE,"579065865032740868","579066589124780032","65558113","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"819","RT @ed7corporation: Pak @farhatabbaslaw, bantuin donk ngelawan pengembang apartemen nih, sudah merusak rmah warga sekitar di daerah cinere",FALSE,0,NA,2015-03-20 23:46:32,FALSE,NA,"579066522548604928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"820","RT @Anjani202: Tuh ada. @fajaralam9: @wijaya_sugeng @Ahok_BasukiTP http://t.co/G4xaMFufuC Cc @farhatabbaslaw",FALSE,0,NA,2015-03-20 16:28:01,FALSE,NA,"578956166002147328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,TRUE,FALSE,NA,NA
"821","Endah tukang Fitnah yg ngaku diperkosa ini segera akan menyusul pengacaranya rasman nasution ke penjara http://t.co/jMSEz7bX8J",FALSE,3,NA,2015-03-20 16:02:06,FALSE,NA,"578949645499383808",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"822","Farhat Abbas ancam penjarain rasman &amp; endah! http://t.co/jMSEz7bX8J",FALSE,5,NA,2015-03-20 15:53:58,FALSE,NA,"578947596841959424",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",5,FALSE,FALSE,NA,NA
"823","RT @chandrawinata51: Saya lebih memilih @Prabowo08 dari pada @farhatabbaslaw menjadi presiden di masa yang akan datang.",FALSE,0,NA,2015-03-20 15:32:30,FALSE,NA,"578942197875130368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,TRUE,FALSE,NA,NA
"824","RT @TjokordaA: @aankspartan @farhatabbaslaw Hanya orang cerdas yg baik yg faham pemikiran Farhat Abas !!!",FALSE,0,NA,2015-03-20 14:25:53,FALSE,NA,"578925432084381696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"825","RT @Erickrudiaz: Sama2 kontroversi RT @sogoyz Support! RT @farhatabbaslaw: Pembela H Lulung Jiwa Raga ! #SaveHajiLulung http://t.co/1iDkITA…",FALSE,0,NA,2015-03-20 14:23:52,FALSE,NA,"578924923780878338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"826","RT @KerjaYok: Itu bedanya RT @chachamybull89: Omg senang bangt d follback @farhatabbaslaw calon presiden indonesia d masa mendatang setalh …",FALSE,0,NA,2015-03-20 14:23:37,FALSE,NA,"578924860191068160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"827","RT @chachamybull89: Omg senang bangt d follback @farhatabbaslaw  calon presiden indonesia d masa mendatang setalh pak jokowi.",FALSE,0,NA,2015-03-20 13:54:32,FALSE,NA,"578917542648901632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"828","RT @aankspartan: Saat semua orang menghujat cuma presiden oposisi yg bela @farhatabbaslaw Pembela H Lulung Jiwa Raga ! #SaveHajiLulung http…",FALSE,0,NA,2015-03-20 13:48:47,FALSE,NA,"578916097002340352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,TRUE,FALSE,NA,NA
"829","RT @sogoyz: Support! RT @farhatabbaslaw: Pembela H Lulung Jiwa Raga ! #SaveHajiLulung http://t.co/Q36tdN6mDq",FALSE,0,NA,2015-03-20 13:45:05,FALSE,NA,"578915162754678785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"830","RT @mang_atek: Presiden Oposisi kak ""@Rosyiana_Lim: @farhatabbaslaw farhat abbas itu siapa sih? Artis bukan, penyanyi bukan,. Ko bisa terke…",FALSE,0,NA,2015-03-20 13:44:45,FALSE,NA,"578915080647024640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"831","RT @GH_Musician: Si Om kritikus pedas! Tpi keren klo udh ngecam versi positifnya..""@Rosyiana_Lim: @farhatabbaslaw farhat abbas itu siapa si…",FALSE,0,NA,2015-03-20 13:43:58,FALSE,NA,"578914883749613568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"832","RT @chachamybull89: @Rosyiana_Lim @farhatabbaslaw it calon pemimpin indonesia d masa mendtang. Semangat bang @farhatabbaslaw",FALSE,0,NA,2015-03-20 13:43:40,FALSE,NA,"578914806511497216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"833","RT @jovie_rjp: @Rosyiana_Lim @farhatabbaslaw dia itu unik, Indonesia butuh orang kyk dia biar ngga kaku dan tegang :D",FALSE,0,NA,2015-03-20 13:43:22,FALSE,NA,"578914734029717504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"834","Pembela H Lulung Jiwa Raga ! #SaveHajiLulung http://t.co/W78gqVi2ku",FALSE,23,NA,2015-03-20 13:42:54,FALSE,NA,"578914614294908929",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",21,FALSE,FALSE,NA,NA
"835","RT @Rosyiana_Lim: @farhatabbaslaw farhat abbas itu siapa sih? Artis bukan, penyanyi bukan, pemain sinetron juga bukan. Ko bisa terkenal ""an…",FALSE,0,NA,2015-03-20 13:37:03,FALSE,NA,"578913142136184832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",6,TRUE,FALSE,NA,NA
"836","RT @ajengtn1: @farhatabbaslaw @akuindonesia Mas? dukung bantu lagu REDAM EMOSI Terkenal masuk tv2, tp gratis mas? gk punya biyaya",FALSE,0,NA,2015-03-20 13:01:09,FALSE,NA,"578904109438238720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"837","RT @Akulndonesia: ""@farhatabbaslaw: Wajah baru H lulung yg ganteng,keren &amp; bersahaja,, #SaveHajiLulung #HajiLulungEffect @akuindonesia http…",FALSE,0,NA,2015-03-20 12:57:36,FALSE,NA,"578903212947730432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,TRUE,FALSE,NA,NA
"838","RT @aankspartan: Wih mirip don juan kalau begitu om :) @farhatabbaslaw Photo gaya baru H Lulung #SaveHajiLulung #HajiLulungEffect http://t.…",FALSE,0,NA,2015-03-20 12:56:50,FALSE,NA,"578903022555680768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"839","Photo gaya baru H Lulung #SaveHajiLulung #HajiLulungEffect http://t.co/DgMLnJ36rd",FALSE,11,NA,2015-03-20 12:14:27,FALSE,NA,"578892353382957056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",22,FALSE,FALSE,NA,NA
"840","Wajah baru H lulung yg ganteng,keren &amp; bersahaja,, #SaveHajiLulung #HajiLulungEffect @akuindonesia http://t.co/Z8BFTJhmWc",FALSE,17,NA,2015-03-20 08:21:28,FALSE,NA,"578833721941356544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",31,FALSE,FALSE,NA,NA
"841","RT @NurainRadjak: @farhatabbaslaw benarkah ? saya gk percaya ! masa presiden oposisi RI kita bgtu. iri itu om",FALSE,0,NA,2015-03-19 23:49:03,FALSE,NA,"578704770338152450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"842","RT @MrLeungZ: @farhatabbaslaw kali ini gue dukung loe hat. Tuh pengacara gagal, pengacara kok napi?",FALSE,0,NA,2015-03-19 23:48:40,FALSE,NA,"578704671654604800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"843","Ayah3X Teriak anak2nya razmannasution pengacara yg fitnah gue perkosa endah dosanya gak tanggung2 bui dunia akhirat. https://t.co/2Lvr0mBfrK",FALSE,3,NA,2015-03-19 23:44:17,FALSE,NA,"578703571589296129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"844","Farhat Abbas Melakukan Tindak Asusila? - Seleb On Cam Juni 2014 razman masuk bui! Endah ilal muara karta silvi nyusul http://t.co/jMSEz7bX8J",FALSE,3,NA,2015-03-19 23:38:16,FALSE,NA,"578702057365905408",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"845","Farhat Abbas Melakukan Tindak Asusila? - Seleb On Cam 18 Juni 2014 si razman nasition masuk penjara! Ha ha ha http://t.co/jMSEz7bX8J",FALSE,0,NA,2015-03-19 23:37:33,FALSE,NA,"578701876943675393",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"846","Farhat Melakukan Tindak Asusila? - Seleb On Cam 18 Juni 2014 (didepan anak2nya razman ditangkap pasca fitnah gue http://t.co/jMSEz7bX8J",FALSE,2,NA,2015-03-19 23:35:52,FALSE,NA,"578701452249448448",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"847","Farhat Abbas Melakukan Tindak Asusila? - Seleb On Cam 18 Juni 2014( orang yg fitnah gue masuk penjara &amp; neraka) http://t.co/jMSEz7bX8J",FALSE,2,NA,2015-03-19 23:34:56,FALSE,NA,"578701218115035136",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"848","Farhat Abbas Tindak Asusila? - Seleb On Cam 18 Juni 2014 ( hore razman masuk bui! Endah,silvi,ilal,karta nyusul) http://t.co/jMSEz7bX8J",FALSE,1,NA,2015-03-19 23:34:24,FALSE,NA,"578701083377213440",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"849","Farhat Abbas Melakukan Tindak Asusila? - Seleb On Cam 18 Juni 2014 ( satu persatu yg fitnah gue pasti masuk penjara) http://t.co/jMSEz7bX8J",FALSE,0,NA,2015-03-19 23:33:27,FALSE,NA,"578700843496513536",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"850","Dijebloskan ke Penjara, Pengacara “Begal APBD/DPRD” DKI Ternyata Buron! Pasca fitnah gue perkosa endah! Dia dipenjara http://t.co/JOxNk2iqYd",FALSE,4,NA,2015-03-19 23:25:56,FALSE,NA,"578698950292549632",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",6,FALSE,FALSE,NA,NA
"851","Video Amatir Penangkapan Razman ArifNasution pengacara yg bersama silvi, ilal, muarakarta yg fitnah gue perkosa endah http://t.co/ISYUVFJ8p8",FALSE,7,NA,2015-03-19 23:23:47,FALSE,NA,"578698411328737280",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"852","“@KompasTV: KPI Kecam Ahok Berbicara Kasar di Televisi http://t.co/BUXBfleyli” ( kirain KPI cuma nongkrongin gue ? ! )",FALSE,8,"KompasTV",2015-03-19 22:08:56,FALSE,"578664744741183488","578679572574572544","71436318","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"853","@david_aditiya bukan rekayasa tapi bego2,,, anak kecil ( dibawah umur tak boleh divonis mati ) pengacaranya lagi lebih sadis mendukungnya.",FALSE,3,"david_aditiya",2015-03-19 21:51:04,FALSE,"578596614618615808","578675076662333440","761979806","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"854","@MasAzharR hbd ya,,,,",FALSE,3,"MasAzharR",2015-03-19 13:59:54,FALSE,NA,"578556505261109248","2454367080","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"855","RT @ARIE__ID: ""@farhatabbaslaw: #partaipancasilaakuindonesia partainya ketua RT,RW,KADES &amp; Camat Indonesia http://t.co/XyKdRAkgSR"" #hongkon…",FALSE,0,NA,2015-03-19 12:34:53,FALSE,NA,"578535108614885376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"856","RT @AndayaniTjipto: Pekerjaan yang besar,bisa saja di kerjakan 2 orang terkenal dia adalah  @kikusumo dan @farhatabbaslaw #pusingpalabibik",FALSE,0,NA,2015-03-19 10:23:00,FALSE,NA,"578501921679372288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",5,TRUE,FALSE,NA,NA
"857",NA,FALSE,0,NA,2015-03-19 09:00:51,FALSE,NA,"578481245543219200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"858","RT @Ameliaintan22: yang harusnya jadi presiden itu harusnya Om @farhatabbaslaw bukan @jokowi_do2 ..
indonesia pasti bakalan maju..",FALSE,0,NA,2015-03-19 08:32:23,FALSE,NA,"578474082020147201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"859","@Komarudien16 #matiinkoruptor",FALSE,1,"Komarudien16",2015-03-19 07:05:07,FALSE,"578451896727261184","578452122988998656","3037143398","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"860","RT @Komarudien16: Ok saya dukung @farhatabbaslaw. Tapi yakin ga nih kalo udah duduk di jajaran pemerintahan Ga Bakal korupsi? Hehe,Kebanyak…",FALSE,0,NA,2015-03-19 07:04:49,FALSE,NA,"578452047336337409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"861","Saat merebut kekuasaan dia tampak luar biasa, saat berkuasa biasa aja tuh.",FALSE,4,NA,2015-03-19 06:05:29,FALSE,NA,"578437115979038720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",23,FALSE,FALSE,NA,NA
"862","RT @eka_adiwinata: Jgn tanya hebatnya, tanya kelebihannya RT ""@IdhaPb: Apa sih hebatnya @farhatabbaslaw ?? Smpe* byk yg mengagumi. #heran""",FALSE,0,NA,2015-03-19 06:03:29,FALSE,NA,"578436612599648256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"863","RT @IdhaPb: Apa sih hebatnya @farhatabbaslaw ?? Smpe* byk yg mengagumi. #heran",FALSE,0,NA,2015-03-19 05:41:33,FALSE,NA,"578431092148961280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,TRUE,FALSE,NA,NA
"864","RT @nailalmuna61: @farhatabbaslaw
Lagi nunggu peminpin yang berani memotong tangan ''PENCURI''
#korupsi",FALSE,0,NA,2015-03-19 03:43:24,FALSE,NA,"578401358962819072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"865","RT @hendrilesmana91: @farhatabbaslaw OK siap gabung salam TI orang Bandung barat",FALSE,0,NA,2015-03-19 03:38:48,FALSE,NA,"578400200038883328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"866","RT @Dimaz_Bucek: @farhatabbaslaw say ""hello"" dong bang buat balikpapan",FALSE,0,NA,2015-03-19 03:38:48,FALSE,NA,"578400199418068992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"867","RT @chikalmelvin1: @farhatabbaslaw cocok hente mang, amun koruptor eta hukumana di eksekusi mati?? Soalna koruptor ngrugikeun bngsa jeng ne…",FALSE,0,NA,2015-03-19 00:43:21,FALSE,NA,"578356048400027648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"868","RT @dodysurya42: @farhatabbaslaw benar sekali,harus ada formula pencegahan yg efektif boss,korupsi adalah kejahatan genosida sejati.",FALSE,0,NA,2015-03-18 23:52:01,FALSE,NA,"578343128458874881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"869","Koruptor membuat bangsa ini gak maju-maju,,membuat bangsa ini sibuk nyidangin &amp; menjarain mereka, #matiinkoruptor",FALSE,9,NA,2015-03-18 23:44:54,FALSE,NA,"578341335729508355",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",34,FALSE,FALSE,NA,NA
"870","RT @gwejie: @OfficialPPAI @farhatabbaslaw - mari. konsolidasi sampai tingkat RT.",FALSE,0,NA,2015-03-18 23:16:12,FALSE,NA,"578334114408857600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"871","RT @gwejie: @farhatabbaslaw @OfficialPPAI - semangat pagi PPAI semangat beraktifitas.",FALSE,0,NA,2015-03-18 23:15:34,FALSE,NA,"578333953905438720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"872","RT @dankriss: @Marlinara02 @farhatabbaslaw lanjutkan",FALSE,0,NA,2015-03-18 22:51:54,FALSE,NA,"578327997897256960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"873","RT @WawanCili: @farhatabbaslaw  semoga PPAI segera terwujud nyata biar rakyat indonesia bs lbh mencintai tanah airnya #akuindonesia",FALSE,0,NA,2015-03-18 22:51:38,FALSE,NA,"578327931417554944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"874","Yang membuat gue tertarik &amp; setuju anak2,remaja &amp; pemuda yg terlibat dlm politik praktis,politik itudari mereka untuk mereka juga kog.",FALSE,6,NA,2015-03-18 22:49:12,FALSE,NA,"578327320529743872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",15,FALSE,FALSE,NA,NA
